"Gene","Gene_CV","Gene_VIF","Partner_Gene","Partner_CV","Correlation"
"196051",0.995605255533913,79.0923052836175,"3589",1.00064466682877,0.734
"196051",0.995605255533913,79.0923052836175,"165904",0.832315898013673,0.722
"196051",0.995605255533913,79.0923052836175,"58538",0.960054332017228,0.701
"196051",0.995605255533913,79.0923052836175,"646",0.963175892409818,0.696
"196051",0.995605255533913,79.0923052836175,"4146",1.00504393278696,0.664
"6521",1.24944163309759,63.4235176109005,"566",1.25172427645793,0.986
"6521",1.24944163309759,63.4235176109005,"100130331",0.792626500911203,0.185
"6521",1.24944163309759,63.4235176109005,"29125",0.436503269989887,0.143
"6521",1.24944163309759,63.4235176109005,"845",0.425027707483357,0.116
"6521",1.24944163309759,63.4235176109005,"64137",0.725874200307625,0.107
"566",1.25172427645793,61.9973662462818,"6521",1.24944163309759,0.986
"566",1.25172427645793,61.9973662462818,"100130331",0.792626500911203,0.171
"566",1.25172427645793,61.9973662462818,"29125",0.436503269989887,0.154
"566",1.25172427645793,61.9973662462818,"126549",0.475991039866415,0.063
"566",1.25172427645793,61.9973662462818,"58538",0.960054332017228,0.062
"1113",1.58656534406631,54.7213411892962,"84063",1.65571893500592,0.957
"1113",1.58656534406631,54.7213411892962,"126549",0.475991039866415,0.946
"1113",1.58656534406631,54.7213411892962,"83998",0.768923039482357,0.938
"1113",1.58656534406631,54.7213411892962,"196792",0.480471348679267,0.929
"1113",1.58656534406631,54.7213411892962,"24141",0.779394351728715,0.896
"84063",1.65571893500592,51.2522733467465,"83998",0.768923039482357,0.982
"84063",1.65571893500592,51.2522733467465,"196792",0.480471348679267,0.962
"84063",1.65571893500592,51.2522733467465,"1113",1.58656534406631,0.957
"84063",1.65571893500592,51.2522733467465,"126549",0.475991039866415,0.953
"84063",1.65571893500592,51.2522733467465,"24141",0.779394351728715,0.929
"3589",1.00064466682877,45.555866192965,"165904",0.832315898013673,0.979
"3589",1.00064466682877,45.555866192965,"58538",0.960054332017228,0.944
"3589",1.00064466682877,45.555866192965,"646",0.963175892409818,0.927
"3589",1.00064466682877,45.555866192965,"57214",0.507299514352784,0.875
"3589",1.00064466682877,45.555866192965,"860",0.342994149828437,0.867
"1414",0.627918333882139,36.9288980784907,"4914",0.951466374664182,0.997
"1414",0.627918333882139,36.9288980784907,"222663",0.67012682237118,0.992
"1414",0.627918333882139,36.9288980784907,"1134",1.2332976092269,0.983
"1414",0.627918333882139,36.9288980784907,"1404",1.3157125555303,0.982
"1414",0.627918333882139,36.9288980784907,"114795",0.808587976648094,0.981
"4146",1.00504393278696,35.7644523776862,"196051",0.995605255533913,0.664
"4146",1.00504393278696,35.7644523776862,"9363",0.424197543688824,0.058
"4146",1.00504393278696,35.7644523776862,"121601",0.946457487994382,0.043
"4146",1.00504393278696,35.7644523776862,"286527",0.618015875425488,0.041
"4146",1.00504393278696,35.7644523776862,"340706",1.29740743662178,0.035
"6328",0.626572707254667,32.9583507818519,"222663",0.67012682237118,0.955
"6328",0.626572707254667,32.9583507818519,"1414",0.627918333882139,0.954
"6328",0.626572707254667,32.9583507818519,"4914",0.951466374664182,0.952
"6328",0.626572707254667,32.9583507818519,"1134",1.2332976092269,0.938
"6328",0.626572707254667,32.9583507818519,"114795",0.808587976648094,0.936
"340706",1.29740743662178,29.9936135411043,"29106",1.27556924655783,0.704
"340706",1.29740743662178,29.9936135411043,"3208",1.30180164316573,0.699
"340706",1.29740743662178,29.9936135411043,"284578",1.30253136784497,0.651
"340706",1.29740743662178,29.9936135411043,"54854",1.30589279260968,0.643
"340706",1.29740743662178,29.9936135411043,"4680",1.33717136661918,0.633
"4914",0.951466374664182,24.120150606698,"1414",0.627918333882139,0.997
"4914",0.951466374664182,24.120150606698,"222663",0.67012682237118,0.99
"4914",0.951466374664182,24.120150606698,"1134",1.2332976092269,0.981
"4914",0.951466374664182,24.120150606698,"1404",1.3157125555303,0.979
"4914",0.951466374664182,24.120150606698,"114795",0.808587976648094,0.978
"121601",0.946457487994382,23.8963146144191,"222663",0.67012682237118,0.971
"121601",0.946457487994382,23.8963146144191,"1414",0.627918333882139,0.968
"121601",0.946457487994382,23.8963146144191,"4914",0.951466374664182,0.967
"121601",0.946457487994382,23.8963146144191,"1134",1.2332976092269,0.958
"121601",0.946457487994382,23.8963146144191,"1404",1.3157125555303,0.954
"4680",1.33717136661918,21.5953064395418,"54854",1.30589279260968,0.959
"4680",1.33717136661918,21.5953064395418,"284578",1.30253136784497,0.959
"4680",1.33717136661918,21.5953064395418,"340706",1.29740743662178,0.633
"4680",1.33717136661918,21.5953064395418,"79625",0.955193905623626,0.381
"4680",1.33717136661918,21.5953064395418,"64063",1.18083992561126,0.345
"54854",1.30589279260968,19.03900392585,"284578",1.30253136784497,0.968
"54854",1.30589279260968,19.03900392585,"4680",1.33717136661918,0.959
"54854",1.30589279260968,19.03900392585,"340706",1.29740743662178,0.643
"54854",1.30589279260968,19.03900392585,"79625",0.955193905623626,0.385
"54854",1.30589279260968,19.03900392585,"64063",1.18083992561126,0.227
"64084",0.573145458235662,18.715374350558,"5837",0.403429854220609,0.972
"64084",0.573145458235662,18.715374350558,"8643",0.436299627926857,0.972
"64084",0.573145458235662,18.715374350558,"57158",0.421745606019189,0.971
"64084",0.573145458235662,18.715374350558,"64137",0.725874200307625,0.927
"64084",0.573145458235662,18.715374350558,"2315",0.717057904976622,0.924
"114795",0.808587976648094,16.9598678598384,"1414",0.627918333882139,0.981
"114795",0.808587976648094,16.9598678598384,"4914",0.951466374664182,0.978
"114795",0.808587976648094,16.9598678598384,"222663",0.67012682237118,0.976
"114795",0.808587976648094,16.9598678598384,"1404",1.3157125555303,0.965
"114795",0.808587976648094,16.9598678598384,"1134",1.2332976092269,0.965
"222553",0.592758971565476,16.5758669677247,"55118",0.955272873136865,0.943
"222553",0.592758971565476,16.5758669677247,"5350",0.483703274352774,0.942
"222553",0.592758971565476,16.5758669677247,"79781",0.583096582184524,0.939
"222553",0.592758971565476,16.5758669677247,"116154",1.1499332149572,0.926
"222553",0.592758971565476,16.5758669677247,"137902",0.592866586818516,0.917
"55118",0.955272873136865,16.3470436227157,"5350",0.483703274352774,0.997
"55118",0.955272873136865,16.3470436227157,"79781",0.583096582184524,0.99
"55118",0.955272873136865,16.3470436227157,"116154",1.1499332149572,0.984
"55118",0.955272873136865,16.3470436227157,"51725",1.44609258714814,0.97
"55118",0.955272873136865,16.3470436227157,"137902",0.592866586818516,0.969
"29106",1.27556924655783,15.7249424832362,"3208",1.30180164316573,0.905
"29106",1.27556924655783,15.7249424832362,"340706",1.29740743662178,0.704
"29106",1.27556924655783,15.7249424832362,"1113",1.58656534406631,0.489
"29106",1.27556924655783,15.7249424832362,"126549",0.475991039866415,0.31
"29106",1.27556924655783,15.7249424832362,"701",0.325678091228726,0.253
"23057",0.571615963057053,15.421783405666,"2315",0.717057904976622,0.978
"23057",0.571615963057053,15.421783405666,"91851",0.829592276439733,0.917
"23057",0.571615963057053,15.421783405666,"200150",1.39228667907872,0.908
"23057",0.571615963057053,15.421783405666,"9464",0.618996857458718,0.908
"23057",0.571615963057053,15.421783405666,"64084",0.573145458235662,0.908
"79781",0.583096582184524,14.5538349737764,"5350",0.483703274352774,0.991
"79781",0.583096582184524,14.5538349737764,"55118",0.955272873136865,0.99
"79781",0.583096582184524,14.5538349737764,"51725",1.44609258714814,0.98
"79781",0.583096582184524,14.5538349737764,"116154",1.1499332149572,0.972
"79781",0.583096582184524,14.5538349737764,"137902",0.592866586818516,0.959
"2315",0.717057904976622,14.5014763617194,"23057",0.571615963057053,0.978
